Genes	0	4	8	12	16	20	24	28	32	36	40	44
STXBP3-PS	0.388401	0.43577	0.618081	0.398003	0.597159	0.805375	0.555835	0.481031	0.74978	0.769541	0.312794	0.895816
STXBP4	4.18817	3.8645	3.68466	3.58194	4.04488	3.90749	3.89105	3.31105	3.44778	3.79195	4.22745	4.6285
STXBP5	8.92947	10.9304	10.181	8.2979	9.6249	10.2327	9.07682	8.69068	9.36435	12.0871	13.509	11.0221
STXBP5L	6.72732	7.60453	6.49021	4.54305	7.37462	7.8573	5.85246	4.84558	6.77377	8.14142	8.60671	8.05536
STXBP6	9.16811	10.0796	8.18097	10.4654	13.7285	14.8515	8.54208	10.9741	17.2668	9.25585	15.0497	7.50281
STYK1	0.202223	0.411827	0.239789	0.293616	0.35311	0.397929	0.437199	0.370311	0.353621	0.545134	0.47636	0.429311
STYX	2.44701	2.46721	3.26146	2.60064	3.07582	2.93294	3.35186	2.77794	2.89646	2.98177	2.21189	2.82341
STYXL1	0.467815	0.447573	0.481689	0.525825	0.219164	0.272699	0.409687	0.627466	0.443348	0.540107	0.295028	0.30343
SUB1	55.3587	56.295	58.1735	54.0524	55.6338	48.5682	48.6705	58.6801	65.423	52.1875	56.9586	51.5824
SUCLA2	70.9414	75.1773	70.7942	73.2077	67.5454	65.423	61.4447	83.1341	75.3017	68.1873	79.9865	64.0624
SUCLG1	81.8458	78.1368	73.5074	82.6111	75.1263	66.5163	71.5916	97.1262	75.4716	71.1692	77.9771	72.3739
SUCLG2	12.9936	9.40664	10.6864	13.3707	10.7806	9.98545	10.056	8.6788	9.0654	9.74175	7.66268	9.36178
SUCNR1	0.673104	0.134936	0.0164323	0.00950158	0	0	0.0433471	0.0375135	0.0132891	0.0493259	0	0.0476324
SUCO	8.05661	10.0822	9.17492	8.27226	8.97184	8.51628	7.76081	7.95177	10.1035	10.0681	10.4583	10.1418
SUDS3	35.998	32.8334	33.1162	36.9546	31.6301	31.5633	35.4971	37.4238	33.1412	30.3176	31.8041	30.7488
SUFU	2.77954	2.62659	2.89029	3.23695	3.15609	3.02116	3.25824	2.93737	3.1365	3.22967	3.194	3.31101
SUGCT	5.11207	3.05892	3.50029	5.05563	3.5857	3.38705	4.06157	2.73105	3.12935	3.29176	2.78442	3.3607
SUGP1	15.3621	17.8404	17.0459	17.4976	14.4154	16.3157	16.6634	22.0981	18.6502	18.0735	18.1476	15.0042
SUGP2	18.3062	21.481	21.5378	21.368	21.4859	23.0152	24.3727	23.4713	22.9166	22.7191	25.4927	23.2874
SUGT1	24.1825	23.6196	20.584	21.5324	23.691	19.9244	20.2478	23.5543	23.054	20.4194	25.6385	21.626
SULF1	5.53599	6.16664	5.5886	6.25607	9.26531	6.18889	6.61903	5.08579	4.64419	6.24196	6.86751	7.55996
SULF2	17.9345	20.0389	20.1984	22.3058	19.9823	23.7086	20.6476	22.6724	18.7746	23.1117	25.0929	19.3443
SULT1A1	11.2768	4.75091	3.10494	7.57171	6.35824	6.23046	6.04119	3.52213	3.58717	6.3679	4.92414	5.03122
SULT1B1	0.191191	0.110724	0	0	0.00881856	0.00849528	0.0123125	0	0	0.00700534	0	0
SULT1C1	0	0	0	0.0297758	0	0	0	0	0	0	0.0127406	0
SULT1C2	0.0182515	0.113831	0	0.0412224	0.0168368	0	0.0352613	0.0203439	0.0288272	0.0267499	0.0132288	0.0258315
SULT1D1	1.20517	0.485528	0	0.00591729	0.0096674	0.027939	0.0742368	0	0.0331041	0.0844761	0	0.00741598
SULT1E1	0	0.0194434	0.0213102	0	0.0805251	0	0	0	0	0	0.0158173	0
SULT2A1	0	0	0	0	0	0	0.0364141	0	0	0	0	0
SULT2A2	0	0	0	0	0	0	0.0696246	0.0482037	0	0	0	0.0306031
SULT2A3	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A4	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A5	0	0	0	0	0	0	0.00883054	0	0	0	0	0
SULT2A6	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A7	0.0667853	0	0.0326082	0	0	0	0	0	0	0	0	0.0945215
SULT2A8	9.33046	3.68118	0.0592264	0.0273965	0.05595	0.107802	0.632795	0.0135167	0.139991	1.24505	0.0439602	0.0686738
SULT2B1	1.93069	1.94072	1.90951	2.04053	1.50703	1.78174	1.60997	2.59347	2.48253	1.55994	1.65054	1.73409
SULT3A1	0	0	0	0	0	0	0.0499854	0	0	0	0	0
SULT4A1	129.543	133.024	120.03	132.267	121.426	113.642	114.341	154.138	145.024	117.098	141.348	111.215
SULT5A1	0.313632	0.214951	0.0706765	0.040867	0.178044	0	0.170902	0.161348	0.0952622	0.194474	0.0699453	0.0170725
SULT6B1	0.0371222	0.0220498	0.0483336	0.0628824	0.0228299	0.0549824	0.111563	0.124134	0.0488603	0.0634751	0.0896879	0.0700524
SUMF1	13.0364	13.3633	12.7676	13.6464	13.0149	12.2656	13.2648	13.1974	12.4192	13.7828	14.0692	12.9438
SUMF2	6.49994	5.82678	6.59931	6.81692	5.97447	4.89005	6.92484	7.03585	6.35619	6.22487	6.08882	5.40505
SUMO1	97.3882	97.8014	111.266	114.859	103.996	89.6667	92.3205	112.975	105.199	94.4434	91.8413	100.56
SUMO2	147.188	143.429	153.349	155.438	136.061	121.311	132.755	171.879	155.672	142.429	139.944	138.486
SUMO3	49.6518	49.7615	51.6138	51.4566	46.591	40.6619	47.0312	57.3267	51.0809	49.1547	49.0269	43.2554
SUN1	12.818	13.9789	14.7905	14.3099	14.31	12.3072	16.6798	15.417	14.4888	16.2619	14.5443	14.9537
SUN2	11.5606	11.2361	11.1537	12.6008	12.0046	10.725	13.0793	11.1995	12.4622	12.0636	11.5641	10.5288
SUN3	0.150896	0.114608	0.175858	0.026732	0.0474635	0.0685867	0.0331343	0.236547	0.0203151	0.0754108	0.0186452	0.0335025
SUN5	0	0	0	0	0	0	0	0	0	0	0	0
SUOX	7.7364	5.22448	5.42306	5.69752	5.96208	5.39168	6.12604	5.85622	4.81669	4.89303	6.17354	4.92948
SUPT16	15.881	17.3155	15.748	15.8765	16.4641	16.1739	14.8694	18.4283	16.1327	17.2022	20.0856	17.8179
SUPT20	6.75868	8.28428	8.93977	7.30159	9.80269	10.8668	10.8603	9.42051	8.15532	9.65756	10.4865	9.68539
SUPT3	8.40272	8.96142	7.76608	8.97093	8.23276	7.59518	8.02998	12.4947	7.88623	8.02995	9.02465	8.30177
SUPT4A	56.6491	48.502	55.3416	58.7897	56.602	50.2579	53.8644	62.5868	54.4093	45.5739	45.9377	44.4972
SUPT5	34.6761	37.7932	36.3117	37.5899	36.1187	36.8889	39.1496	44.9015	40.6853	37.7534	44.3941	38.1102
SUPT6	24.8193	28.6883	24.3593	22.2315	26.3716	26.4159	24.1975	26.222	25.4825	27.5658	31.0417	28.1647
SUPT7L	4.97988	5.98379	5.28291	5.69005	5.28118	4.9664	5.58502	6.66424	5.61863	5.8286	6.25545	5.40511
SUPV3L1	6.84531	7.13727	7.01259	7.34498	6.52779	7.41744	6.50428	7.94604	7.27141	7.34754	7.97495	7.16957
SURF1	45.0073	46.3031	50.524	52.4713	44.6206	40.9281	45.6968	53.8924	47.0665	44.9416	43.8988	40.7897
SURF2	17.896	20.5098	19.3368	21.0902	18.13	19.5991	18.8414	25.2449	19.4497	20.4244	19.0709	17.8839
SURF4	27.9896	27.3202	25.9424	29.3485	26.0906	22.7733	28.6623	29.4102	24.781	26.5349	26.6951	24.4642
SURF6	6.82306	6.89198	6.46375	6.71874	7.07313	5.64082	6.16281	7.36726	7.47312	7.19775	7.63967	6.73771
SUSD1	2.13601	2.99345	2.6073	2.24047	2.36727	1.66753	2.32605	2.43049	2.51857	2.79906	2.40292	2.79743
SUSD2	9.36482	10.3323	10.3834	9.72708	10.0612	9.94823	10.2328	12.3553	8.20102	9.83229	11.9976	10.4812
SUSD3	1.05521	0.808976	1.31799	1.27478	1.10925	1.00316	1.32748	1.20354	1.02712	0.917138	0.693677	1.09404
SUSD4	41.4447	45.4421	43.7784	42.9641	45.6496	41.9251	42.8218	43.092	43.0816	42.8819	49.9868	45.2265
SUSD5	2.39768	2.80383	2.6889	3.16599	2.79359	2.32496	2.71822	2.10881	2.77614	3.13889	2.70181	3.11508
SUSD6	6.58026	6.85318	7.62853	8.35697	8.41594	7.53678	7.35371	5.27281	6.91532	9.11451	7.60193	7.8605
SUV39H1	11.3653	11.0427	11.4847	11.0308	10.0404	9.9788	10.3126	11.8899	10.9113	10.6693	13.5821	11.1182
SUV39H2	0.62345	0.958037	0.887638	0.674488	0.677294	0.766243	0.95453	0.643008	0.840477	0.884446	0.901804	0.896867
SUV420H1	6.39357	7.90615	7.80761	7.24773	8.25358	7.99415	8.3791	7.05237	8.71463	8.88007	8.18869	8.42996
SUV420H2	3.90897	3.64669	4.99401	4.87452	5.93428	5.37416	8.11435	6.19945	5.34386	5.82903	5.00109	5.31096
SUZ12	10.9077	11.3123	11.539	10.7714	10.2908	10.443	9.79587	9.6801	10.272	11.7967	11.7768	11.4549
SV2A	122.646	162.973	142.153	137.404	135.001	140.379	121.067	154.22	150.867	145.305	190.805	139.975
SV2B	14.8081	12.8313	11.5616	10.0595	16.4126	9.57998	9.0507	9.74731	21.1799	12.1778	14.2405	14.3876
SV2C	5.43983	10.0934	7.18386	4.87041	8.68527	10.4536	5.50171	3.4583	5.08271	8.92495	11.825	9.01101
SVA	0	0	0	0	0	0	0	0	0	0	0	0
SVAL1	0	0	0	0	0	0	0	0	0	0	0	0
SVAL2	0	0	0	0	0	0	0	0	0	0	0	0
SVAL3	0	0	0	0	0	0	0	0	0	0	0	0
SVEP1	0.124003	0.182296	0.169526	0.157539	0.139176	0.14693	0.157051	0.0898421	0.137099	0.196887	0.134817	0.153564
SVIL	1.22058	1.09314	0.894702	1.32109	1.33654	1.16639	1.61903	0.872843	1.02901	1.5984	1.22476	1.40667
SVIP	26.6097	26.2446	29.0989	30.6231	27.5397	27.013	25.0939	22.7377	27.7438	25.7477	24.6787	26.7041
SVOP	48.5303	52.3772	50.9415	50.5978	50.9037	43.3734	51.5139	59.0645	44.0632	44.0263	55.2813	45.5724
SVOPL	0.0212319	0.0756677	0.0414663	0.0719306	0.0783447	0.0754727	0.00683655	0.0709978	0.0167673	0.14781	0.0692504	0.127711
SVS1	0	0	0	0	0	0	0	0	0	0	0	0
SVS2	0	0	0	0	0	0	0	0	0	0	0	0
SVS3A	0	0	0	0	0	0	0	0	0	0	0	0
SVS3B	0	0	0	0	0	0	0	0	0	0	0	0
SVS4	0	0	0	0	0	0	0	0	0	0	0	0
SVS5	0	0	0	0	0	0	0	0	0	0	0	0
SVS6	0	0	0	0	0	0	0	0	0	0	0	0
SWAP70	1.84812	1.73188	1.58277	2.33359	2.20695	1.89218	2.68077	1.89999	1.68622	1.80577	1.84673	1.50252
SWI5	218.65	182.829	196.472	212.959	183.245	158.706	175.087	229.309	185.963	168.872	175.894	168.723
SWSAP1	6.80157	7.23207	6.19081	6.64573	7.62994	6.84032	7.37232	7.7841	7.01811	6.53288	7.42514	6.83347
SWT1	2.07086	1.86865	2.02868	1.97996	2.7404	1.6992	2.54792	1.91004	2.01682	2.30299	2.48403	2.36906
SYAP1	11.2378	11.0389	11.1436	11.2301	11.3493	9.34925	10.2956	11.1087	11.3981	11.3652	10.4533	10.8673
SYBU	28.776	30.1381	27.1532	28.6293	28.4764	26.142	28.3343	32.5492	27.9748	27.2411	33.5557	27.0904
SYCE1	0	0.0815028	0.0178656	0.144625	0.151895	0.195102	0.11782	0.0611782	0.187827	0.120663	0.0928238	0.129467
SYCE1L	0.12388	0.110915	0.0401804	0.0234247	0.0381985	0.330469	0.0793783	0.137623	0.162808	0.0926019	0.0984918	0.0593042
SYCE2	3.1764	2.92195	2.63611	3.94419	3.04055	3.31198	3.06449	3.38844	2.94533	1.91401	2.75642	2.80637
SYCE3	0.0970017	0	0	0.0547713	0.0894829	0	0.312358	0	0	0.071084	0.0703073	0.064579
SYCN	0	0	0	0	0	0	0	0	0	0	0	0
SYCP1	0	0	0	0	0	0	0	0	0	0	0	0
SYCP1-PS1	0	0	0	0	0	0	0	0	0	0	0	0
SYCP2	0.083524	0.126509	0.130499	0.127335	0.192625	0.159585	0.153297	0.209474	0.108835	0.137717	0.121077	0.180273
SYCP3	2.85263	2.49558	3.38049	3.64008	3.88352	4.08736	3.01427	2.1011	3.32459	3.21394	2.75073	3.66385
SYDE1	2.86937	2.60288	2.44628	3.41243	2.5921	2.47065	3.26005	2.75088	3.11722	2.77819	2.48921	2.14624
SYDE2	0.627558	0.551422	0.625495	0.676923	0.69869	0.688462	0.638263	0.395581	0.505849	0.691409	0.674443	0.808555
SYF2	39.7649	36.1953	38.9987	43.7529	38.0706	35.6053	39.2981	42.8142	37.7177	35.6771	35.6144	33.4026
SYK	0.580093	0.550253	0.342583	0.593921	0.905631	0.619517	0.644529	0.589229	0.612849	0.524531	0.467789	0.668448
SYMPK	23.4911	24.7812	23.3848	27.5025	27.158	27.0461	28.5006	25.3953	25.7577	24.2659	27.7019	24.3599
SYN1	96.4601	102.411	84.6858	82.8432	88.6848	84.0584	86.732	112.308	104.986	83.8492	109.49	91.2571
SYN2	115.605	129.518	108.145	106.83	115.361	102.9	112.066	127.821	132.215	110.772	129.848	116.932
SYN3	4.2977	5.42616	4.73385	3.55608	5.02122	5.61743	4.54765	3.79924	4.13174	5.29837	6.09162	5.52681
SYNA	1.74073	2.15324	1.56781	1.34551	1.36415	1.17146	1.34412	2.02506	1.64829	1.77101	1.91703	1.72217
SYNB	0.00819863	0.0146094	0.0200151	0.0208318	0.0151263	0.0109288	0.00791973	0	0.0356105	0.0420564	0.0118848	0.0232071
SYNC	0.450835	0.580204	0.562535	0.792106	0.73936	0.645482	0.5726	0.61419	0.504381	0.669932	0.372152	0.514
SYNCRIP	13.9819	15.0398	13.9066	13.2691	15.6742	14.8532	13.6049	11.6069	15.8704	15.3991	16.8044	15.2481
SYNDIG1	11.7997	13.5532	12.4555	13.2692	13.2773	11.6879	12.4011	13.7609	14.1296	11.4747	13.5257	10.8612
SYNDIG1L	3.47948	5.16683	4.90134	7.44651	11.6677	5.97097	11.3196	6.47509	8.20396	3.45102	5.07287	4.50706
SYNE1	12.738575	13.79076	13.791095	9.00809	12.32909	14.78612	17.190465	15.013325	14.008725	14.916885	11.308165	15.991665
SYNE2	0.919609	1.07035	0.939534	0.678328	0.855194	0.990124	0.994104	0.725227	0.801796	1.12031	0.911576	1.09765
SYNE3	0.187224	0.350187	0.196865	0.232533	0.322067	0.286901	0.276789	0.177385	0.399751	0.401835	0.345989	0.293394
SYNE4	1.31975	1.36799	1.56445	1.40992	2.05022	1.82138	2.77932	2.64793	1.78966	2.5441	1.5097	2.19779
SYNGAP1	17.8314	15.326	16.2584	13.1953	19.6262	20.2451	19.6011	12.1581	18.948	18.2728	19.2908	19.8575
SYNGR1	114.471	136.844	126.816	130.191	122.63	120.104	114.425	142.084	142.926	124.648	156.135	113.841
SYNGR2	7.04195	5.43553	5.87228	7.44058	5.61174	5.42151	6.94833	6.43094	6.3045	5.49253	4.82609	4.73656
SYNGR3	99.9653	111.038	96.096	106.245	106.441	91.6862	102.562	131.326	111.517	87.529	124.56	100.354
SYNGR4	0.0747538	0	0	0.051523	0	0.0332153	0.0481407	0.10171	0.147589	0.109563	0	0.0264495
SYNJ1	43.1144	53.1622	45.0182	36.6934	47.4392	48.5987	37.7623	41.2557	47.8008	49.4521	61.2577	50.5691
SYNJ2	6.98355	8.03321	7.14031	6.13599	6.6068	6.95563	6.54704	5.63228	10.8297	7.64575	8.67446	7.14924
SYNJ2BP	6.88487	8.26413	7.14613	6.9308	8.3305	8.22017	7.75826	7.00036	7.30859	9.06947	8.67792	7.75621
SYNJ2BP-COX16	17.3155	15.0722	18.6634	19.0087	17.8235	15.6864	14.7493	20.4978	16.8906	16.4075	17.6042	16.7667
SYNM	6.05735	5.86529	5.31725	5.44461	5.91222	5.14625	5.4699	4.84353	6.49877	6.23266	5.69237	7.154
SYNPO	7.92235	6.20284	5.94265	6.70985	10.0651	5.58289	8.98017	7.2909	6.1336	5.39824	6.41558	6.55536
SYNPO2	1.16243	1.21863	1.01223	0.918153	1.64668	1.14191	1.17514	0.863795	4.92213	1.36877	1.75468	1.41786
SYNPO2L	0.0123263	0.0713854	0.078239	0.0278399	0.0341127	0.0328621	0.0674731	0.103046	0.0681405	0.0903288	0.0714734	0.0523365
SYNPR	31.9641	22.1153	23.855	25.0645	27.1545	19.971	20.4426	21.9375	18.938	19.8614	21.2266	23.8708
SYNRG	14.5206	15.87	14.0818	12.4118	14.3912	15.0006	13.5342	12.1038	14.2421	15.5274	16.2681	15.5528
SYP	431.493	477.186	438.837	461.297	435.348	387.806	391.019	562.118	514.221	408.868	535.494	392.521
SYPL	7.94796	8.15928	10.1134	9.96633	8.47135	7.60988	8.87148	7.97493	11.1332	9.89277	8.406	8.3552
SYPL2	0.346565	0.375904	0.500279	0.57004	0.604654	0.562403	0.591923	0.419887	0.434334	0.48585	0.447777	0.36254
SYS1	19.5104	18.2442	19.7239	21.228	17.0007	16.1737	20.2339	24.0112	19.8968	18.2829	15.756	17.5625
SYT1	141.205	181.483	166.134	147.336	157.754	168.09	131.813	164.767	186.602	167.445	210.44	152.668
SYT10	5.85349	10.1061	7.38429	4.86281	7.81546	7.72807	5.56419	2.23208	5.96075	9.68731	8.32288	10.9799
SYT11	149.691	181.777	175.27	179.829	152.357	146.958	154.671	189.462	183.059	163.261	180.989	153.968
SYT12	7.35359	8.3102	8.75394	10.4408	8.78818	7.82598	9.80448	10.4657	7.60204	8.05543	8.99638	8.04747
SYT13	55.8229	66.983	60.6694	61.0955	57.2476	57.7442	55.0557	66.9901	78.1786	59.8228	67.8419	61.8015
SYT14	3.17442	3.75134	3.44932	2.7483	3.40627	3.40689	3.22501	2.55223	3.09685	4.09115	3.76534	4.04425
SYT15	0.300527	0.32343	0.280811	0.391839	0.431946	0.313035	0.394865	0.376076	0.313345	0.248748	0.302442	0.366076
SYT16	15.2075	15.5516	16.0863	14.0455	13.7326	12.5037	13.6683	14.579	16.7469	14.2361	15.49	14.8183
SYT17	8.70795	10.2383	9.17095	9.15367	9.84978	11.2534	8.71046	11.3391	11.7356	9.73296	14.2276	9.24906
SYT2	5.08606	8.01681	5.83891	6.58563	8.53302	9.443	5.16357	6.0626	6.5767	6.92633	11.7432	6.37246
SYT3	16.4752	20.868	19.3446	22.6026	18.5308	18.0664	18.3282	25.0294	21.9691	19.7533	22.961	16.7365
SYT4	62.1313	82.196	70.1442	66.6011	76.5558	69.6843	62.1373	72.1627	80.1391	72.7335	93.7814	79.3991
SYT5	71.6524	72.2919	66.4555	67.693	71.969	54.6506	68.4537	82.6842	64.3821	61.6603	70.9876	68.5501
SYT6	7.30085	7.05362	6.32128	5.9052	10.7404	7.6339	10.8009	6.67311	5.04545	6.37107	7.526	8.16046
SYT7	14.4927	17.5333	15.4146	16.0246	20.5404	17.8203	17.5791	15.8973	36.6074	16.3638	18.6195	14.9676
SYT8	0	0	0	0	0	0	0.012577	0	0	0.0143118	0.0141554	0
SYT9	9.02815	9.89223	8.76032	8.5224	8.58588	8.09071	8.12247	8.81852	13.7133	8.35012	10.7283	8.87606
SYTL1	0.25364	0.0356818	0.0391076	0.0603014	0.147777	0	0.13755	0.104159	0.126508	0.0782611	0.0677302	0.0472338
SYTL2	6.49215	7.48241	8.64839	7.52501	6.75099	6.2403	6.41441	9.68834	9.60254	6.69026	7.38443	6.40908
SYTL3	0.194543	0.0315401	0.120881	0.219582	0.261254	0.141367	0.102369	0.0590568	0.180829	0.168458	0.0896396	0.0996055
SYTL4	42.4355	27.2823	30.6625	29.2662	23.4116	20.8785	29.9039	19.2266	17.6652	27.75	16.1444	31.9515
SYTL5	2.01861	2.46813	1.76572	1.3432	3.06767	3.46416	1.37116	0.469096	1.32376	2.1236	1.86894	2.29919
SYVN1	13.6481	14.1833	15.3947	14.546	15.2019	14.41	15.6364	16.093	14.7812	14.5605	16.2903	13.5399
SZRD1	17.1852	13.0503	14.7804	16.8473	15.7342	14.6964	17.4421	14.8512	15.4587	13.853	13.2184	13.7613
SZT2	2.95535	3.53358	3.51339	2.77879	3.84308	4.84047	4.54222	3.19218	3.75541	4.63391	3.51457	4.65098
T	0.0124686	0	0	0.0281611	0.0345063	0.0443218	0.0321184	0.0416939	0.0492334	0.0274113	0.00903727	0.0794106
T2	1.24654	1.05774	1.73894	0.863054	0.506512	1.22645	1.47172	1.32328	1.10161	1.84871	0.817451	1.62772
TAAR1	0.029063	0	0.0851409	0.0492306	0	0.10331	0	0	0.0229517	0	0.063195	0.0205665
TAAR2	0	0	0	0	0	0	0	0	0	0	0	0
TAAR3	0	0	0	0	0	0	0	0	0	0	0	0
TAAR4	0	0	0.0268447	0	0	0	0.0354071	0	0.0217098	0	0	0
TAAR5	0	0	0.0556986	0	0	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7A	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7B	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7D	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7E	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7F	0	0	0	0	0	0	0	0	0	0	0	0
TAAR8A	0	0	0	0	0	0	0	0	0	0	0	0
TAAR8B	0	0	0	0	0	0	0	0	0	0	0	0
TAAR8C	0	0	0	0	0	0	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0	0	0	0	0	0	0
TAB1	8.18806	8.83076	7.93005	9.06154	7.47584	8.71087	10.2699	10.4105	9.7459	8.07639	9.02398	8.03706
TAB2	12.9059	13.047	13.9427	13.7711	14.3956	12.4436	14.7068	11.0508	14.9484	14.1432	14.3269	13.2955
TAB3	3.28548	4.32135	3.62204	2.94427	3.31881	3.85441	3.10191	3.56271	3.83028	4.35499	4.33435	3.88987
TAC1	47.4139	37.286	38.7465	59.7812	94.8186	35.187	74.7223	63.6427	28.2806	36.5602	33.4583	43.6734
TAC2	40.7819	73.5769	78.8716	61.3373	47.026	54.6016	59.2668	78.5111	39.0636	49.7194	56.5985	49.1177
TAC4	0.022097	0	0.0215779	0.0124769	0.0407684	0	0.0142302	0.0246302	0.0174504	0	0.064064	0
TACC1	14.9972	14.412	14.8236	14.6361	16.9422	16.5933	16.0838	11.0917	13.4674	16.0269	14.7097	16.7618
TACC2	14.4337	16.2249	16.4405	15.44	14.2991	13.9079	16.1866	15.927	14.8611	15.499	16.1385	14.7881
TACC3	1.61098	1.70551	2.31343	2.87335	1.87075	1.92007	2.11152	2.48224	2.34987	2.43747	2.0262	1.85755
TACO1	9.2699	8.24107	6.82881	9.55009	8.96394	7.94884	7.81561	9.04104	7.6096	8.19343	10.1225	8.84719
TACR1	3.33427	4.83271	4.03514	4.37948	4.18872	5.28878	3.89682	3.94945	3.21078	4.34032	6.09681	3.88544
TACR2	0.0111764	0.0199156	0.0109139	0.0252427	0.0206202	0.0198643	0.0503823	0.0249154	0.0176525	0.0327608	0.0243021	0.015818
TACR3	3.52122	4.12953	3.68995	4.44899	5.13075	4.62803	2.91848	4.48458	4.10763	3.65595	5.42634	3.70354
TACSTD2	0.250488	0.210048	0.244604	0.282872	0.557291	0.340449	0.1708	0.344899	0.33745	0.32393	0.395148	0.291955
TADA1	14.1085	14.1942	14.0776	15.6385	15.7446	14.3785	15.4579	16.9792	15.6097	14.7624	16.8573	13.8368
TADA2A	9.07732	8.52564	8.77042	7.90145	7.8317	7.96019	9.69134	11.107	8.84468	8.50609	8.40445	8.45164
TADA2B	10.4009	10.9461	11.03	11.0746	10.5554	9.39629	9.6439	9.96254	11.4176	11.7746	11.2941	9.96886
TADA3	10.9392	10.9384	10.5598	12.0387	11.3768	10.1176	11.4421	12.9855	12.7988	10.9166	11.575	11.0151
TAF1	10.8196	12.4554	10.9923	9.11892	10.8569	12.0031	9.87609	9.20346	11.1071	12.5321	13.4993	13.1142
TAF10	35.9731	34.2948	32.0538	36.4998	29.9321	24.8061	33.4383	44.3079	31.7236	27.4073	28.4161	30.8328
TAF11	26.6143	29.3323	29.6448	31.6821	26.6653	21.9778	26.7975	33.99	29.0093	25.3559	25.3255	25.0152
TAF12	7.77049	6.38657	6.39192	8.3783	8.55737	7.33365	8.56	8.66131	7.86489	7.76898	8.95022	7.53066
TAF13	27.563	19.317	24.5309	26.2106	22.0964	20.0032	22.3178	24.2375	25.7248	18.6268	18.3617	20.3916
TAF15	39.9213	41.0143	38.7162	34.7362	36.3562	40.8532	47.7542	52.2959	36.1569	39.6997	40.4389	40.0104
TAF1A	4.28944	4.989	5.09106	3.94402	4.94771	5.21468	5.25414	5.52866	4.06646	5.61202	5.63083	5.33924
TAF1B	7.54891	8.21147	9.90803	8.41477	7.89836	7.50675	8.87661	10.6212	8.5035	8.36342	7.66115	8.11989
TAF1C	2.18664	2.12899	2.60489	2.85544	2.946	2.61097	3.30508	3.10737	2.68816	2.35128	2.89201	2.87674
TAF1D	6.54882	6.57065	7.88794	7.71546	7.52783	6.32146	7.45695	7.92948	7.33419	7.75701	6.53913	6.77054
TAF2	6.7537	6.58357	6.67379	6.23967	7.5165	7.32104	7.09206	6.86715	6.90663	7.26739	8.31551	7.39713
TAF3	2.8575	3.38424	3.36887	3.44618	3.34323	3.02159	3.11294	3.25722	3.1805	3.44745	3.84277	3.43125
TAF4A	3.81809	3.77924	4.18451	3.86705	4.07326	3.51852	5.26737	3.31141	3.7315	3.88051	3.62947	4.21616
TAF4B	0.717855	0.705608	0.737173	0.706062	0.709209	0.56797	0.638259	0.815638	0.819269	0.760232	0.812347	0.819342
TAF5	1.12602	1.34435	1.01161	1.57255	1.26727	1.40093	1.60982	1.41409	1.31015	1.5238	1.51259	1.43961
TAF5L	4.79863	6.10123	6.17006	5.25993	5.1986	5.15978	5.81212	5.44393	6.20358	5.53754	6.21968	4.9305
TAF6	14.4757	14.1186	13.8636	14.1009	14.3302	14.1416	15.6446	16.0234	14.2567	13.3518	14.9586	14.2892
TAF6L	3.52595	3.85219	3.8189	3.9914	3.80698	3.37226	3.85848	4.07122	3.52828	4.0097	4.30837	3.86727
TAF7	3.27816	3.45478	3.11444	4.01953	3.17424	2.73565	3.31676	4.2396	3.9037	3.86099	4.22107	3.61847
TAF7L	0	0.0236498	0.116642	0.0524574	0	0.0707664	0.034188	0.0591739	0.0419246	0.106984	0.0480979	0.0375677
TAF8	4.25791	3.77779	4.37535	4.81342	5.38233	4.16385	5.34641	4.42831	4.6921	4.66078	5.33943	4.29275
TAF9	43.4826	44.5704	45.8579	48.229	39.3588	40.1297	36.3421	54.5897	44.1905	40.4324	43.7552	39.6595
TAF9B	16.0426	16.7635	14.8329	15.3382	15.8309	14.582	15.5095	16.8552	14.9682	16.6912	17.19	15.0804
TAGAP	3.20554	3.57449	3.4265	3.55009	3.54628	3.5298	3.89986	3.94234	4.03208	3.87024	4.16358	3.84753
TAGAP1	11.7744	13.0444	13.3083	13.0469	13.3437	12.2248	13.5457	15.5055	13.7794	13.5399	14.786	13.207
TAGLN	2.92932	2.92134	4.42078	9.30385	5.17422	2.66236	5.27348	3.63618	3.14141	9.01345	3.95684	3.21541
TAGLN2	8.67871	7.36673	7.61591	9.08334	8.38467	5.50646	9.25204	8.86751	7.36316	7.79227	7.77796	7.30342
TAGLN3	179.337	184.082	167.327	177.21	155.63	143.812	157.028	218.875	175.774	157.961	176.543	152.129
TAL1	0.371444	0.325804	0.206404	0.316225	0.284666	0.187897	0.294413	0.32485	0.260656	0.280581	0.222731	0.331608
TAL2	0.122699	0.284235	0.311524	0.11085	0.0679132	0.196271	0.173837	0.273532	0.135657	0.161848	0.231226	0.24312
