Genes	0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68
RSBN1	2.89886	3.62716	3.49904	2.55035	3.44792	3.45252	2.81833	2.14761	3.2427	3.87315	4.35484	4.02826	3.52548	3.10846	3.34761	3.79697	3.50734	4.09153
RSBN1L	3.97629	4.18342	4.10023	3.59133	4.02739	4.40085	3.89202	3.39209	4.01562	4.60762	4.17569	4.27678	4.15527	4.04788	4.50715	4.88616	4.14252	4.43299
RSC1A1	3.03182	3.50134	3.79059	3.83585	2.69313	3.22042	3.94882	4.1024	3.10792	3.67844	3.32824	2.47459	3.20178	4.442	1.53452	4.42302	2.61812	2.73465
RSF1	5.36364	6.49742	5.91254	4.44052	5.5758	6.14937	4.99843	3.79582	5.29431	7.20266	6.62757	6.85162	6.4294	5.2135	5.48079	6.08405	6.04969	6.41527
RSF1OS1	0	0	0	0	0	0	0	0.44825	0	0	0	0	0	0	0	0	0	0
RSG1	1.20711	1.57188	1.32988	0.908781	1.77025	2.25547	1.21588	0.724497	2.1021	1.20213	1.92931	1.4894	1.27618	0.906448	1.03416	1.89547	1.41302	1.50005
RSL1	1.75695	1.57094	1.65273	2.03693	1.35032	1.47081	1.66036	1.5806	1.57469	1.86803	2.02545	1.61556	1.71265	1.70499	1.77265	1.68796	1.71723	1.26894
RSL1D1	27.0141	31.3069	29.0148	29.5781	25.9964	24.4813	25.9413	35.1243	27.8158	29.2412	28.3512	25.88	24.432	31.1226	26.2986	25.8554	27.0197	26.1118
RSL24D1	26.4651	29.7233	27.3265	29.3544	28.0049	26.063	27.9594	36.1344	27.0074	27.3895	28.0771	26.7456	25.9614	31.6852	25.0248	24.6299	28.3721	26.8386
RSLCAN18	0.25435	0.201439	0.306427	0.148755	0.21211	0.321691	0.217783	0.0872151	0.16817	0.27809	0.314488	0.19799	0.222525	0.178315	0.212088	0.144913	0.283659	0.262509
RSPH1	17.0029	11.4636	11.7188	11.0536	7.49863	6.75356	13.2264	13.4837	9.45818	11.9312	10.1972	12.4406	9.48776	14.8249	7.51705	5.83451	7.80523	9.79918
RSPH14	0.830827	0.768465	1.75835	0.886779	0.540834	0.726141	0.93431	0.988243	0.803134	1.08787	0.809961	1.1828	0.672454	1.54143	0.551433	0.477371	0.517218	1.32428
RSPH3A	12.7093	13.0661	12.7045	11.719	11.0363	10.7247	11.9547	14.1444	11.4212	12.3189	13.654	12.6273	10.4937	13.4	10.5539	9.13618	12.5256	11.2773
RSPH3B	14.721	15.2741	14.6619	14.1053	12.9179	12.0095	14.0548	16.4359	13.1584	14.4155	16.3151	14.7863	12.3045	15.729	11.6999	10.8279	14.5073	12.9045
RSPH4A	6.61091	4.76423	5.07876	3.3122	4.36833	4.0427	4.7499	3.89938	4.08102	4.81531	5.14834	6.22194	4.35641	4.8789	2.81716	2.62654	4.48817	5.12143
RSPH6A	0.0639638	0.047491	0.146452	0.162523	0.108176	0.0568428	0.0549219	0.0712959	0.117866	0.0781214	0.0386339	0.135791	0.0499489	0.0685325	0.0574505	0.117178	0.132731	0.0861091
RSPH9	28.9833	27.7495	32.4331	32.182	23.8752	20.6331	27.3012	34.2269	23.829	28.587	26.2761	26.5412	23.1958	33.4151	25.4637	18.9179	25.9302	25.4779
RSPO1	10.0664	10.6772	11.3168	10.2613	8.21963	6.36472	8.45283	11.2047	8.91827	9.07113	9.28879	10.9247	8.70636	10.5942	10.7585	5.25786	8.94071	8.65485
RSPO2	0.27778	0.442883	0.29267	0.660407	0.687826	0.552176	0.508416	0.49703	0.398328	0.433906	0.683484	0.315549	0.500055	0.485599	0.54364	0.539494	0.655308	0.40676
RSPO3	1.76945	1.66048	1.20645	1.95683	2.13454	1.18167	2.00256	1.47047	1.7033	2.2404	1.4874	1.60038	1.62868	1.28634	1.54602	2.35925	2.57245	1.43771
RSPO4	0.444837	1.01915	0.506785	0.819306	0.547142	0.71533	0.416063	1.10972	0.468396	0.877047	0.78302	0.442205	0.555797	0.726273	0.764841	0.873136	1.12529	0.408742
RSPRY1	8.48729	9.01826	9.07373	8.90655	9.10532	9.09558	8.40505	8.44418	9.18006	9.20959	9.70134	8.68875	8.11233	8.43349	8.72762	8.44551	9.2627	8.58774
RSRC1	12.296	13.0264	13.0571	14.4287	13.6548	12.7102	11.6583	12.7351	20.5988	12.5894	14.5757	12.1518	11.0896	12.996	13.9384	11.7643	12.6888	13.9779
RSRC2	24.369	26.1001	27.7418	25.7117	26.9268	24.8843	27.7202	33.2104	29.5797	26.9021	28.2537	26.9095	26.6762	28.8004	23.0779	25.614	26.4804	27.1898
RSRP1	46.4612	57.4184	82.9614	85.8293	93.5938	79.6717	117.013	110.419	92.1338	95.8173	88.4459	81.9538	92.5803	117.363	74.3773	92.5682	96.2076	80.2575
RSU1	10.7295	9.88472	11.9349	12.3882	10.2191	9.94766	10.2524	10.4808	11.8653	10.2811	9.18312	8.9658	9.18418	10.3056	11.5287	9.8693	9.59429	11.0584
RTBDN	0.82248	1.06917	1.55365	0.997334	0.895548	1.64156	1.85818	1.9688	1.42684	1.65996	1.19228	1.52664	2.22375	2.22477	0.93008	1.41854	1.34302	1.22221
RTCA	20.7821	21.1462	23.0936	24.0915	21.1275	20.4585	21.042	27.8731	23.2448	21.5822	23.5597	19.8808	19.2678	23.8724	22.1798	22.1639	22.559	19.6718
RTCB	66.6224	69.5859	64.236	71.3921	64.9921	58.2394	64.6645	83.9249	68.8733	63.9007	76.6815	65.0403	59.6292	74.7098	60.6479	55.2131	69.3827	60.362
RTEL1	1.84856	3.14873	3.78068	2.93995	2.95013	3.90828	4.88989	3.90204	3.73363	4.12171	2.94456	3.60781	4.29774	4.74268	3.4396	3.93415	3.16208	3.13884
RTF1	16.4297	16.876	14.9053	14.2822	15.5874	14.984	14.1989	17.0195	16.3981	16.1874	19.264	15.1628	14.5201	15.9251	13.23	15.21	16.6941	15.99
RTFDC1	24.2534	21.4929	20.9647	23.4218	22.6576	19.1631	22.3868	27.1659	25.75	18.763	22.1991	19.0495	18.153	22.8335	20.509	20.8653	21.6067	18.4813
RTKN	11.6178	12.0725	11.2152	13.1864	12.0168	12.2125	11.806	15.8759	13.9272	12.167	11.7416	10.5526	11.8013	13.3217	10.2598	13.5103	11.2477	12.8038
RTKN2	0.368796	0.449066	0.342126	0.409534	0.311859	0.415135	0.277083	0.335711	0.572783	0.549524	0.369772	0.513259	0.414709	0.46539	0.317995	0.424676	0.316323	0.546133
RTL1	0.864885	1.55739	1.47133	1.36481	1.63348	1.89722	1.80871	1.82152	1.57454	2.04817	1.72885	1.96496	2.13707	2.16549	1.43262	1.92992	1.95722	1.76489
RTN1	414.287	475.498	467.815	448.55	437.624	386.722	407.092	550.758	434.058	417.152	509.308	431.269	385.532	480.683	391.989	376.55	466.007	414.805
RTN2	45.9881	41.3198	46.5984	52.4295	44.2597	41.4114	50.1171	34.9914	44.1609	34.9776	38.2626	37.5784	43.1934	37.5145	44.8589	39.792	42.2907	38.9379
RTN3	348.388	391.634	377.406	370.649	355.48	327.471	334.679	428.934	378.045	350.873	416.839	349.727	327.263	389.098	338.476	312.322	373.353	342.216
RTN4	81.8826	93.3386	86.8075	86.6379	92.9292	80.0826	82.6219	105.316	114.818	83.7736	100.996	82.1075	88.3659	89.9283	81.5974	95.987	86.6736	93.1653
RTN4IP1	4.74827	5.39304	4.64479	5.04974	5.19532	5.30575	5.13715	6.99546	4.44759	4.76855	5.26111	4.97882	4.69713	6.35272	4.78844	5.14788	5.00373	4.32081
RTN4R	3.65994	3.26089	3.31868	3.29406	3.42702	2.55552	2.87088	3.83414	9.21428	2.56105	3.65001	2.63865	2.88813	3.51846	3.574	2.26857	2.79809	4.2356
RTN4RL1	3.72971	3.0401	2.87762	3.54468	6.16586	3.03226	3.80022	3.69629	11.9625	2.95508	4.35742	3.65849	3.32894	3.16528	4.06771	6.16394	3.91119	7.17863
RTN4RL2	1.08802	0.213267	0.148745	0.270312	0.341254	0.444772	0.196189	0.485103	0.103108	0.239195	0.583568	0.0461966	1.08074	0.155434	0.328353	0.82007	0.830865	0.273417
RTP1	0.550417	0.455375	0.568201	0.248631	0.333666	0.342397	0.344334	0.455756	0.391208	0.420638	0.581319	0.534176	0.501048	0.527957	0.254249	0.240768	0.417713	0.486936
RTP2	0.206378	0.303395	0.523978	0.145662	0.228457	0.183402	0.166131	0.172528	0.220024	0.29491	0.299167	0.255576	0.280419	0.132673	0.244681	0.186338	0.274086	0.213005
RTP3	0.89713	0.172579	0.0895966	0.0863451	0.131662	0.0271791	0.0722176	0.0227268	0.0322037	0.119532	0.0443348	0.122643	0.0859789	0.0728198	0.0769158	0.0880453	0.0507724	0.109795
RTP4	1.69709	1.03299	1.18139	1.35673	1.19353	1.04526	1.33096	1.38596	0.6104	1.15745	0.828158	1.31986	0.97623	0.984179	1.0504	1.62267	1.2413	0.829421
RTTN	0.411475	0.482079	0.632771	0.570779	0.606732	0.659351	0.640555	0.520041	0.598728	0.664799	0.62231	0.706172	0.677051	0.511457	0.579686	0.633403	0.540555	0.622276
RUBIE	0	0	0.0187351	0.0541656	0.0176987	0.0681994	0.0247108	0	0.0454542	0.0562383	0.0695297	0.0135769	0.0179786	0.0274086	0.0413575	0.0903799	0.0477755	0
RUFY1	12.9716	12.1073	12.6852	12.5839	12.596	11.727	13.9969	15.9703	11.7433	12.6241	13.8215	12.1576	12.6988	14.5897	10.07	10.7057	12.5603	11.5328
RUFY2	3.18694	3.61471	4.99827	3.96597	4.64439	5.09367	5.7098	5.05092	5.05429	5.6638	4.46405	4.93892	6.14967	5.96623	4.39819	5.36648	4.49879	5.29239
RUFY3	56.1605	64.3842	58.725	58.9693	61.6694	60.0081	55.6488	68.2506	64.159	61.8445	72.2053	61.0681	54.45	65.406	52.6015	58.0335	63.555	57.4825
RUFY4	0.327598	0.316539	0.410008	0.376892	0.201467	0.155264	0.291191	0.316465	0.362197	0.323465	0.358964	0.394106	0.322837	0.382205	0.223621	0.118337	0.134044	0.0685982
RUNDC1	11.6499	10.8071	10.194	12.0468	12.3765	9.9334	13.3768	12.4253	10.7095	10.6464	12.7707	9.95217	10.7528	12.6454	10.5376	12.6081	12.2866	10.7222
RUNDC3A	87.4723	77.0924	82.3368	86.1777	83.0926	79.1685	88.3551	89.5833	88.1128	71.4782	73.7936	74.1904	77.8996	83.2293	81.5167	73.4464	78.2945	77.0249
RUNDC3B	14.1036	16.0544	14.9071	12.4634	13.0165	13.0791	12.0718	13.7186	12.5614	14.8158	17.3148	15.3678	12.5046	14.8423	11.9345	13.3023	14.9896	13.1971
RUNX1	0.100042	0.154881	0.136188	0.146468	0.148893	0.105681	0.197071	0.204413	0.119854	0.133863	0.238106	0.12925	0.132504	0.160871	0.119474	0.151333	0.149816	0.169334
RUNX1T1	2.00775	2.54937	2.4772	2.19359	3.09515	3.03386	2.13755	2.28509	2.882	2.67066	3.42444	2.45125	2.811	2.18962	2.4984	4.23877	3.08822	3.21404
RUNX2	0.373448	0.272465	0.277277	0.246643	0.327242	0.239342	0.319627	0.238349	0.581819	0.413763	0.328163	0.372724	0.414854	0.353503	0.312868	0.399997	0.265883	0.342448
RUNX3	0.0445415	0.0396851	0.060691	0.0403571	0.0229334	0.0754835	0.0643728	0.0715853	0.0359934	0.0880537	0.0600631	0.0791663	0.0465924	0.0466138	0.0971317	0.0740081	0.098018	0.0873884
RUSC1	36.2226	42.6562	41.6821	43.291	40.3736	37.9435	40.6329	53.8167	54.7653	41.973	50.0868	38.6267	39.8299	48.5551	39.2764	39.5958	42.589	35.1446
RUSC2	18.2123	20.6174	19.078	18.8797	21.4479	20.3693	18.9675	19.2281	24.4393	19.5238	24.2359	19.7189	19.566	20.7756	18.5228	18.8599	22.1239	20.3779
RUVBL1	20.2218	20.3609	17.9981	19.2748	18.7713	16.4918	19.6564	24.7128	18.7355	18.0357	20.5725	17.5286	17.108	22.2551	15.2875	17.8427	19.3765	17.0963
RUVBL2	15.0371	14.7067	14.6839	15.7191	15.1549	14.2799	17.9179	18.4511	15.6772	15.1202	16.0992	13.9484	13.2561	16.5692	12.4671	12.3093	15.3749	13.4816
RWDD1	30.7059	31.7381	31.1399	35.7	32.5941	29.2032	28.5271	37.7132	32.346	29.8417	32.3357	31.8867	28.7739	32.693	30.6302	30.0732	29.9172	31.8524
RWDD2A	43.0383	48.6436	48.5921	46.9216	38.9009	37.3598	35.33	55.7057	37.1689	43.0802	49.3633	44.3383	39.3199	46.3556	38.227	27.7239	48.8766	34.9843
RWDD2B	3.67422	3.63974	2.9978	3.00957	3.32253	2.93221	3.13672	4.00114	3.23568	2.84308	3.86324	3.47247	3.21653	3.1252	2.55325	3.19789	3.42098	3.03724
RWDD3	3.35461	4.19764	5.00646	4.18714	2.67865	4.09438	3.59196	4.49895	4.11624	4.36975	4.13083	4.67038	3.10883	5.09911	3.94612	3.11592	3.44692	3.54489
RWDD4A	10.2146	10.6251	9.86057	10.0792	11.2474	9.84129	9.74352	10.9856	10.604	9.69308	11.5167	10.0512	9.16526	10.6284	9.9481	10.6537	10.4944	9.76668
RXFP1	0.199324	0.374915	0.367657	0.293872	0.582268	0.580604	0.335168	0.357948	0.655876	0.332708	0.842747	0.430992	0.809391	0.316391	0.441604	0.469485	0.661795	0.566488
RXFP2	0.13255	0.520761	0.467423	0.324333	0.426027	0.255991	0.478871	0.280828	0.459381	0.599014	0.427004	0.40236	0.424915	0.601598	0.246048	0.335488	0.323829	0.288383
RXFP3	3.45808	3.71136	3.12261	2.81222	3.08039	2.88197	2.96321	3.24889	2.30183	3.08574	4.08577	3.68469	3.34126	3.46863	2.87925	1.75966	3.34486	3.22549
RXFP4	0	0	0	0.0375032	0	0	0.0142578	0	0	0	0	0	0	0	0	0	0	0.0198702
RXRA	15.9622	13.9962	12.7528	14.3985	13.4186	14.0226	14.6431	11.3056	11.2059	14.1474	14.9887	14.7799	12.8398	13.8435	13.4693	11.0229	15.4525	12.2511
RXRB	20.0539	19.0584	20.1752	23.1903	21.1643	18.6795	23.3869	25.2449	22.3918	19.088	22.0381	18.2692	19.2659	22.6856	18.9056	21.3298	21.209	18.7698
RXRG	9.31854	9.27842	8.76758	7.58307	12.5886	9.05334	10.4508	10.3196	7.67147	8.07975	10.2985	9.37373	9.56466	9.09072	8.38742	14.9304	10.3703	8.78687
RYBP	13.8212	15.7536	15.1106	12.4486	14.8116	13.0877	14.6011	12.1801	15.195	14.6593	16.2384	15.1314	14.3821	14.3085	12.9318	14.8049	16.2308	15.1741
RYK	9.37841	7.54054	9.00717	9.83141	9.87755	8.17011	9.99397	7.83998	8.27326	8.12151	7.57004	8.06135	8.16999	8.35289	9.31247	9.25944	9.2375	8.30453
RYR1	0.233921	0.258167	0.489273	0.404766	0.581934	0.485497	0.919403	0.630817	0.359929	0.444586	0.324874	0.402623	0.579826	0.489407	0.523766	1.47756	0.34073	0.451035
RYR2	3.6635	4.7697	4.34807	2.43873	4.14692	5.55663	4.3247	3.79181	2.95623	4.92322	4.17465	5.49295	5.80124	4.46334	4.27961	5.26172	4.06519	5.30769
RYR3	1.40228	1.93709	2.38019	1.40432	2.64825	3.03654	3.39324	2.38817	2.34315	2.70465	2.14291	3.01213	3.7631	2.89423	2.53631	4.06486	2.09689	3.3759
S100A1	131.497	90.7531	117.042	143.112	103.653	101.72	119.126	117.903	90.0804	88.79	64.7743	83.9335	88.7994	100.579	130.469	95.4855	92.3242	96.2582
S100A10	35.7303	29.7867	32.3405	40.0842	32.0934	29.385	28.1905	39.0113	23.8029	28.7484	27.5255	25.95	25.6011	33.4322	30.0091	29.0782	38.9369	23.8162
S100A11	16.7742	13.8279	12.9358	18.7659	13.3771	10.17	18.9799	19.3962	11.6994	16.026	12.3853	13.368	10.7975	18.6445	13.5174	20.9242	20.0394	14.914
S100A13	37.3868	22.6122	29.3578	37.2124	30.2092	23.4027	32.3365	36.8059	23.9218	22.8646	17.8346	22.5301	26.8512	26.5102	33.1388	24.854	26.0872	23.5533
S100A14	0.0528076	0.0566873	0.0310642	0.0149047	0.0293457	0.0848123	0.0614605	0	0	0.0699385	0.0230571	0.0225114	0.123732	0.0227227	0	0.0249761	0.0792177	0.0285504
S100A16	66.4606	57.8941	62.8737	66.8996	44.9318	48.0249	68.5457	75.2808	64.612	40.8459	30.6755	42.8369	53.8976	66.1958	68.4383	43.212	43.7613	52.6601
S100A2	0.217034	0	0	0	0	0	0	0	0	0.159045	0	0.153584	0	0.155026	0	0	0	0.194785
S100A3	0.457557	0.163068	0.357447	0.206685	0.548719	0.487942	0.441993	0.204005	0.25294	0.234713	0.364804	0.259033	0.557399	0.359514	0.147949	0.43109	0.227877	0.492783
S100A4	4.30657	3.69491	4.36117	5.13354	4.70846	2.12618	4.72502	4.17803	4.0308	4.67542	2.94801	2.0317	2.242	6.38018	5.8451	6.51197	2.97889	3.00619
S100A5	0.104073	0	0.203257	0	0	0	0	0	0	0	0	0.147296	0.390101	0	0	0.081711	0.172772	0
S100A6	20.0349	13.9105	21.1505	25.6061	16.9418	10.5463	23.3344	18.7607	15.2874	21.6259	10.1715	12.9643	12.939	21.3373	20.7671	18.7768	14.907	12.5544
S100A7A	0.216229	0.115592	0.12669	0.048837	0.199469	0.307451	0.334198	0.0482037	0.0683044	0.0633822	0.125379	0.0306031	0.0810498	0.123561	0.233056	0.169768	0.0717925	0.0776254
S100A8	5.97615	3.51194	1.73831	3.2308	3.51889	0.564982	7.20583	0.425187	0.803317	1.02496	1.38241	0.899795	1.42982	0.544944	3.70026	1.2978	2.00531	1.14118
S100A9	6.52892	3.03539	1.51875	3.59656	4.4412	0.723916	5.15132	0.412699	0.935816	0.976934	1.18092	0.784852	1.38801	1.58701	5.34851	2.13093	1.4754	0.465213
S100B	141.124	93.1991	122.999	136.655	100.937	100.07	113.354	104.353	91.9807	98.4329	69.4347	92.507	94.3401	103.679	132.459	84.5689	87.7962	94.4053
S100G	0	0.152199	0	0.144682	0	0	0	0.0952038	0.134903	0	0	0.060442	0.080038	0	0.0920585	0.0670595	0.0708963	0
S100PBP	14.6402	16.5416	15.15	12.1964	16.1463	16.8189	13.2369	11.1211	14.0256	16.5827	20.8249	16.1953	14.2652	13.8003	13.6545	16.3937	17.3601	14.7703
S100Z	0	0	0.243296	0.14068	0	0	0	0	0	0.547738	0.180584	0	0.233473	0	0	0	0	0
S1PR1	65.3104	45.8226	53.5987	58.5926	57.2903	54.3967	62.864	46.5775	42.4295	40.3654	38.6888	46.7685	49.0613	42.714	59.3604	43.5722	47.3992	50.3614
S1PR2	0.86967	0.821808	0.832084	0.952345	0.907607	0.77285	0.939086	0.773538	0.804731	0.701679	0.744948	0.55326	0.732632	0.834541	0.719577	0.834537	1.00624	0.654374
S1PR3	2.5477	2.36053	2.08018	2.13968	2.22185	1.71232	2.44035	2.20739	1.71187	2.03172	1.98624	2.22331	2.18176	2.66854	1.75949	1.58425	2.02586	1.88303
S1PR4	0.152025	0.196169	0.133097	0.296	0.338514	0.316787	0.344347	0.116865	0.173876	0.138297	0.121587	0.148388	0.196496	0.119824	0.169506	0.174923	0.139243	0.150556
S1PR5	4.89783	7.11238	6.76827	6.95623	5.47911	6.07934	5.89548	8.62997	9.30199	6.56917	5.59719	5.76951	7.0112	8.69972	6.81191	5.00142	5.4289	7.38018
SAA1	3.01228	2.01288	1.24449	0.556051	0.213753	0.463314	0.671494	0.645694	0.411725	0.849013	0.587815	0.491918	0.597119	0.662047	0.811671	0.7277	0.384668	0.519901
SAA2	1.09234	0.768345	0.61755	0.422008	0	0.817456	0.333214	0.897153	0.40862	0.674087	0.708391	0.610259	0.107748	0.451724	0.681617	0.49652	0.715811	0.309588
SAA3	0.502203	0	0	0.0405093	0.330912	0	0	0	0	0.157723	0.0519999	0.152308	0	0.0512458	0	0	0.238202	0
SAA4	2.4864	0.805565	0	0.00709055	0	0.0334787	0.194087	0	0.0396679	0.31288	0.0364072	0.0088864	0.0235349	0.0179396	0.0676738	0.0197186	0.166775	0
SAAL1	1.9619	1.87511	1.93571	1.72639	1.71111	1.80688	2.04119	2.13569	1.87129	2.03145	2.31951	2.16365	1.91963	2.02744	1.79601	1.67237	2.05568	2.25471
SAC3D1	5.56979	5.59378	4.82395	6.06763	5.99139	4.21513	5.5641	6.75676	7.39832	4.68736	6.04839	4.74927	5.31156	4.85008	4.36983	4.62024	5.99547	4.9635
SACM1L	30.4899	34.2178	31.7978	32.7483	36.3648	32.6092	28.9521	32.9487	33.3455	34.4228	43.2259	34.11	31.4053	32.3664	28.6007	32.2487	37.5762	32.3466
SACS	0.679179	1.22977	0.670356	0.399988	1.22612	1.55759	0.498523	0.187225	0.830496	1.42356	1.68325	1.6796	0.923872	0.479917	1.00753	1.26144	1.01839	1.5075
SAE1	39.686	41.1766	37.6134	41.3349	40.8978	37.3968	39.6573	48.2128	39.9301	35.7445	43.1599	37.7538	36.834	41.028	34.5289	34.5515	39.9633	36.4511
SAFB	26.7794	28.6631	27.5332	27.9753	30.2806	28.0933	32.4368	34.2331	29.5419	31.8263	36.1839	30.1264	31.8305	33.911	24.471	30.2584	32.4592	28.6794
SAFB2	14.194	15.5857	17.2901	16.9214	16.3026	19.3539	22.8651	20.7437	18.9221	20.8961	18.2495	18.5315	22.915	23.0235	15.9388	19.7449	18.9363	18.2013
SAG	0.561835	0.459989	0.163108	0.411549	0.350193	0.323861	0.625842	0.355436	0.239834	0.356082	0.198107	0.354602	0.455338	0.368776	0.392792	0.298049	0.365518	0.313447
SALL1	4.54577	4.82544	4.61602	4.9441	5.31389	5.67491	5.46666	3.39983	4.18045	4.86228	4.71718	4.87816	5.30027	5.22825	4.98255	5.1418	5.19523	5.57665
SALL2	30.3056	29.2644	29.1683	28.0318	29.0387	25.3251	31.3296	26.3588	28.5341	26.0707	27.7341	27.5736	28.1858	30.7001	29.2719	21.9168	27.3962	25.4445
SALL3	1.44872	1.65694	1.57522	1.78106	1.97779	1.16569	1.40937	0.805494	1.30637	1.61881	1.30572	1.84438	1.13291	1.43113	1.42857	1.17239	1.31622	1.43238
SALL4	0.018815	0.0125728	0.0447409	0.0365854	0.0760973	0.0125404	0.0235648	0.0524298	0.0148586	0	0.066654	0.0259524	0.0859162	0.0185321	0.0209582	0.0101741	0.0273304	0.0169275
SAMD1	6.29804	6.17029	6.7627	7.42483	8.0453	6.83213	7.47007	6.03286	6.66397	5.75107	6.71353	5.73641	7.65385	6.7919	6.2578	7.43647	7.30038	6.29273
SAMD10	8.2768	9.81448	8.83972	9.68215	8.40659	9.06765	9.4585	9.90104	9.99115	9.09356	9.77592	7.58078	8.0967	9.78131	9.27352	9.28608	9.25408	8.21141
SAMD11	4.82502	4.8002	5.38212	5.27653	5.20752	4.9912	6.65051	7.03715	5.91142	4.84255	5.51626	5.14404	5.68306	6.92702	4.39883	4.8369	5.44729	4.93061
SAMD12	2.40773	3.69766	3.00083	2.03926	4.38375	5.01135	2.16261	1.20063	3.47762	2.92521	4.75319	4.52861	3.47341	1.90086	3.51703	4.85031	3.81299	5.54444
SAMD14	36.2863	32.3889	34.564	40.3914	34.3565	34.8045	37.7329	29.7294	30.778	29.5959	34.4643	34.7584	33.6444	32.6236	34.2856	26.056	35.0568	32.877
SAMD15	0.818491	1.00973	0.54104	0.711007	1.05707	0.805701	0.851467	0.743895	0.885042	0.664394	1.10435	0.801979	0.955789	0.854478	0.692174	1.06774	0.951143	0.779792
SAMD3	1.76254	3.65364	2.15118	3.00182	2.18646	3.94878	2.04546	3.4622	2.43852	2.44468	3.81718	1.86948	2.91972	3.21863	2.47086	2.15454	3.74381	2.74393
SAMD4	10.6271	11.9206	11.578	9.97686	10.452	11.6964	9.14533	6.63456	9.72034	11.6522	11.9426	11.879	11.5469	10.2558	11.2111	9.48749	10.9033	10.7123
SAMD4B	16.3924	14.5661	16.7126	18.5581	19.2505	18.258	18.1462	8.3552	13.8744	14.6669	16.0651	17.0943	16.5967	12.0686	16.5063	14.0773	17.5213	16.5878
SAMD5	3.03485	4.82785	4.01988	2.70331	3.62194	5.40287	2.54783	2.51196	4.48489	4.34519	5.64801	3.792	3.37889	3.1837	3.87556	5.38674	4.34811	4.10809
SAMD7	0.376108	0.278524	0.412245	0.221934	0.276148	0.44166	0.336348	0.513338	0.309151	0.472486	0.406138	0.505621	0.390403	0.312513	0.362682	0.144677	0.445983	0.309998
SAMD8	9.54056	10.7462	10.5931	9.02317	10.3907	9.49152	9.22698	7.60701	10.268	11.6316	10.797	11.0506	10.1035	10.0639	10.7078	11.542	10.7685	11.2851
SAMD9L	0.898324	0.78445	0.650279	0.837816	1.00185	0.619587	1.06204	0.60776	0.47295	0.82861	0.732093	0.885553	0.7371	0.791709	0.905606	1.28428	1.26501	0.613702
SAMHD1	4.01737	3.81558	4.48982	4.19685	4.2186	3.86698	4.26972	4.04495	4.10872	4.90641	4.27646	3.88728	4.02666	4.76609	3.88613	4.589	4.20324	3.88296
SAMM50	47.2237	49.2569	48.0708	50.3417	46.9854	47.9754	50.2389	54.1379	49.7659	45.5488	51.6425	48.5153	45.2791	52.9844	43.9646	42.4225	49.9297	44.1528
SAMSN1	0.532135	0.72365	0.546985	0.656282	0.490889	0.584894	0.757523	0.546313	0.50871	0.441265	0.507492	0.406296	0.708613	0.520138	0.845223	0.681665	0.569559	0.867195
SAMT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMT3	0	0	0	0	0	0	0	0	0.0432118	0	0	0	0	0	0	0.0214803	0	0
SAMT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAP130	8.76613	10.9066	10.6327	9.67201	9.57308	9.86866	10.2103	11.5873	10.332	11.0678	12.1366	9.59438	9.56676	11.7759	9.21499	10.4229	11.154	9.97198
SAP18	13.0087	13.1897	12.889	13.1612	11.2933	10.0408	12.4357	15.1875	11.9946	11.4347	11.8875	10.812	11.049	13.0135	12.0252	11.2977	12.2359	12.0715
SAP25	0.844529	0.854262	0.0404038	0.565772	0.728111	0.00172772	2.22172	0.369944	0.863701	0.367079	0.668929	0.507105	0.307177	1.38111	0.135675	0.881829	1.64996	0.619057
SAP30	2.04919	1.84675	2.04705	3.28499	2.56393	1.98851	2.76066	2.2316	2.32513	2.88252	2.16814	2.48353	1.98647	1.95163	1.65014	2.90338	2.46342	2.05052
SAP30BP	16.0339	15.5251	16.5152	16.7495	15.928	14.585	15.4885	16.0359	16.5458	15.121	17.6621	15.7071	15.1394	16.1945	15.6113	14.3132	16.2766	14.8831
SAP30L	16.5059	14.0052	13.9802	16.5151	14.5638	15.0179	14.7383	13.7462	13.778	13.6751	14.691	14.6944	15.1308	14.2458	17.5691	12.3549	14.723	13.9849
SAPCD1	0.357294	0.278676	0.287146	0.492971	0.460656	0.495983	0.141832	0.499091	0.314665	0.386833	0.342064	0.359086	0.471729	0.448509	0.261738	0.460506	0.481572	0.386056
SAPCD2	0.386462	0.728455	0.628973	0.602108	0.334323	0.473874	0.543846	0.611008	0.429565	0.513963	0.50316	0.526401	0.677353	0.592016	0.370254	0.415823	0.461951	0.477934
SAR1A	57.3	58.9801	53.9733	60.9265	54.7914	48.8207	55.1012	64.4021	55.1338	53.6568	60.5668	52.9114	51.785	59.873	52.0965	49.1869	57.8223	51.0397
SAR1B	46.993	40.3033	47.4766	53.0933	41.8304	36.197	39.912	45.1318	42.2642	38.5424	36.083	37.2036	37.5512	41.4288	42.6936	35.4466	40.5383	38.0744
SARAF	174.849	179.48	180.894	194.431	162.246	144.168	173.803	212.073	162.896	160.773	176.711	169.143	147.03	185.602	164.305	127.009	173.712	146.341
